Date,Close,RSI,SMA20,SMA50,MACD,MACD_Signal,MACD_Diff
2025-04-17,1274.5,58.85954077124965,1245.4324829101563,1236.6299951171875,-2.375190905565205,-3.7645304038266705,1.3893394982614655
2025-04-21,1295.5,62.560182713599644,1248.2649841308594,1237.2479956054688,2.679540030721455,-2.4757163169170457,5.155256347638501
2025-04-22,1291.199951171875,61.34339582561424,1250.46748046875,1238.153994140625,6.26623940442073,-0.7273251726494907,6.993564577070221
2025-04-23,1300.0,62.9323379742702,1252.0099792480469,1238.4499951171874,9.706919567774321,1.3595237754352718,8.34739579233905
2025-04-24,1301.5999755859375,63.22828313970574,1253.272479248047,1238.9179956054688,12.419622368507817,3.5715434940497808,8.848078874458036
2025-04-25,1300.4000244140625,62.823175121595355,1253.187481689453,1239.2949951171875,14.30770256199844,5.718775307639513,8.588927254358927
2025-04-28,1368.800048828125,73.31765312001309,1257.3549865722657,1241.3369970703125,21.080329133382065,8.791086072788023,12.289243060594043
2025-04-29,1399.699951171875,76.53954204922074,1263.687481689453,1244.2579956054688,28.611235846265117,12.755116027483442,15.856119818781675
2025-04-30,1405.0,77.0514008397331,1270.0274841308594,1247.66099609375,34.6082608315794,17.125744988302635,17.482515843276765
2025-05-02,1419.800048828125,78.46438996724804,1277.2624877929688,1251.72599609375,40.09301922138752,21.719199834919614,18.373819386467908
2025-05-05,1431.300048828125,79.51960355411154,1286.197491455078,1256.0299975585938,44.85067301144909,26.34549447022551,18.50517854122358
2025-05-06,1420.9000244140625,75.8977307912375,1294.684991455078,1260.102998046875,47.23742918417656,30.523881413015722,16.71354777116084
2025-05-07,1406.0,70.91428202237661,1302.5499938964845,1263.7249975585937,47.380470629104366,33.895199256233454,13.485271372870912
2025-05-08,1407.0,71.05166171770696,1312.6649963378907,1267.3569970703124,47.03236383377339,36.52263217174144,10.509731662031946
2025-05-09,1377.199951171875,61.69923715842184,1323.2399963378907,1270.3519970703126,43.84643736300768,37.98739320999469,5.859044153012988
2025-05-12,1436.5,70.12608078767292,1335.9549987792968,1274.4219970703125,45.581154850970506,39.506145538189855,6.075009312780651
2025-05-13,1415.699951171875,64.74513474633378,1347.4724975585937,1278.1729956054687,44.76155747945609,40.557227926443105,4.2043295530129825
2025-05-14,1424.4000244140625,65.92296867527915,1357.7450012207032,1282.3699951171875,44.30334250423357,41.3064508420012,2.996891662232372
2025-05-15,1454.199951171875,69.66176865325772,1368.45,1287.373994140625,45.816662905987414,42.20849325479844,3.608169651188973
2025-05-16,1456.4000244140625,69.92412727579102,1379.304998779297,1292.3599951171875,46.655689998978005,43.097932603634355,3.55775739534365
2025-05-19,1440.800048828125,65.5926903877859,1387.6200012207032,1297.1739965820314,45.53691613621481,43.58572931015045,1.9511868260643652
2025-05-20,1424.5999755859375,61.343087853330815,1394.075,1302.24099609375,42.849131157337524,43.43840967958786,-0.5892785222503392
2025-05-21,1429.199951171875,62.09405922214412,1400.975,1307.5869946289063,40.62195714760992,42.875119173192275,-2.2531620255823555
2025-05-22,1409.4000244140625,56.96435695566709,1406.445001220703,1312.2629956054689,36.83461062201377,41.66701746295658,-4.832406840942809
2025-05-23,1426.800048828125,60.08503401336249,1412.7050048828125,1316.6069970703124,34.83558482875674,40.30073093611661,-5.465146107359871
2025-05-26,1434.800048828125,61.46847777956333,1419.4250061035157,1320.3069970703125,33.510586445677745,38.94270203802884,-5.432115592351096
2025-05-27,1422.0999755859375,58.02990269865391,1422.0900024414063,1323.98099609375,31.077484018581572,37.36965843413939,-6.292174415557817
2025-05-28,1412.9000244140625,55.603343234437595,1422.7500061035157,1327.2929956054688,28.08314858741869,35.51235646479525,-7.429207877376562
2025-05-29,1417.800048828125,56.6432472348325,1423.3900085449218,1330.5079956054688,25.808008546604697,33.57148688115714,-7.763478334552445
2025-05-30,1420.9000244140625,57.32428084094408,1423.4450073242188,1333.9679956054688,23.978674560838044,31.652924417093324,-7.67424985625528
2025-06-02,1413.699951171875,55.15718935005384,1422.5650024414062,1337.4649951171875,21.697809617503708,29.661901457175404,-7.9640918396716955
2025-06-03,1405.5,52.71310459321349,1421.7950012207032,1340.7979956054687,19.009411524342795,27.531403470608883,-8.521991946266088
2025-06-04,1423.5,57.19680180903018,1422.6700012207032,1344.3249951171874,18.122382687543222,25.649599313995754,-7.527216626452532
2025-06-05,1442.4000244140625,61.34169054557222,1424.4400024414062,1347.7899951171876,18.728588450288726,24.26539714125435,-5.536808690965625
2025-06-06,1443.5,61.57490580438657,1427.7550048828125,1351.1329956054688,19.077852117981593,23.227888136599802,-4.150036018618209
2025-06-09,1448.800048828125,62.741242604413074,1428.3700073242187,1354.0669970703125,19.556876241431837,22.49368575756621,-2.9368095161343746
2025-06-10,1438.5,58.99360108975581,1429.510009765625,1357.127998046875,18.88765334056461,21.772479274165892,-2.884825933601281
2025-06-11,1448.9000244140625,61.49456117910716,1430.735009765625,1360.6449975585938,18.977721068464916,21.2135276330257,-2.2358065645607823
2025-06-12,1441.5999755859375,58.784410806968864,1430.1050109863281,1363.912998046875,18.249676549123706,20.6207574162453,-2.371080867121595
2025-06-13,1427.9000244140625,53.976673445553004,1428.6800109863282,1366.9689990234374,16.378424179243893,19.77229076884502,-3.393866589601128
2025-06-16,1437.800048828125,56.73065374081864,1428.530010986328,1370.6730004882813,15.515440091380242,18.92092063335207,-3.4054805419718264
2025-06-17,1431.199951171875,54.39380273357606,1428.860009765625,1374.2739990234375,14.135995308180554,17.963935568317766,-3.8279402601372112
2025-06-18,1430.0999755859375,53.994611473936374,1428.905010986328,1377.9019995117187,12.806392422086674,16.932426939071547,-4.126034516984873
2025-06-19,1433.300048828125,55.02863222439552,1430.1000122070313,1382.4740014648437,11.874015463161186,15.920744643889476,-4.04672918072829
2025-06-20,1466.199951171875,63.98981404618919,1432.0700073242188,1388.4840014648437,13.63269791349694,15.46313529781097,-1.8304373843140294
2025-06-23,1456.800048828125,60.293145192810826,1433.1700073242187,1393.9760034179687,14.105374883762806,15.191583215001337,-1.0862083312385309
2025-06-24,1450.800048828125,57.99028518990433,1434.6050109863281,1399.2850048828125,13.83632835181993,14.920532242365057,-1.084203890545128
2025-06-25,1467.300048828125,62.259293501927885,1437.3250122070312,1404.2520068359374,14.78409727007761,14.893245247907569,-0.10914797782995933
2025-06-26,1495.300048828125,68.17038203090186,1441.2000122070312,1409.3560083007812,17.591789758512277,15.432954150028511,2.1588356084837663
2025-06-27,1515.4000244140625,71.60812705911408,1445.9250122070312,1414.8780078125,21.194489449941784,16.58526121001117,4.609228239930616
2025-06-30,1500.5999755859375,65.95915266514132,1450.2700134277343,1419.4000073242187,22.594954094260174,17.78719978686097,4.807754307399204
2025-07-01,1528.4000244140625,70.64377507735429,1456.4150146484376,1424.0580078125,25.65235958713197,19.360231746915172,6.292127840216796
2025-07-02,1518.800048828125,67.20438755908177,1461.1800170898437,1428.610009765625,26.98961815062171,20.88610902765648,6.103509122965228
2025-07-03,1517.800048828125,66.8393362626736,1464.950018310547,1432.9660107421876,27.649981775571177,22.23888357723942,5.411098198331757
2025-07-04,1527.300048828125,68.58515624533413,1469.1400207519532,1437.4800122070312,28.610095934428273,23.513126048677194,5.096969885751079
2025-07-07,1541.5,71.03947311921628,1473.7750183105468,1442.30201171875,30.169040785597645,24.844308996061287,5.324731789536358
2025-07-08,1537.5999755859375,69.4349751502788,1478.7300170898438,1445.6780102539062,30.73551653299228,26.022550503447487,4.712966029544791
2025-07-09,1519.0,62.21755314781364,1482.2350158691406,1448.0640112304689,29.34531553012971,26.687103508783935,2.6582120213457756
2025-07-10,1517.199951171875,61.550755896708026,1486.0150146484375,1450.3080102539063,27.778113521311752,26.9053055112895,0.8728080100222506
2025-07-11,1495.199951171875,53.941733681080734,1489.3800109863282,1451.8160083007813,24.47870324635369,26.41998505830234,-1.9412818119486523
2025-07-14,1483.699951171875,50.43209571179546,1491.6750061035157,1452.8640063476562,20.697356697638952,25.275459386169665,-4.578102688530713
2025-07-15,1485.4000244140625,50.94027505005348,1494.385009765625,1454.1540063476561,17.634514313291902,23.747270371594116,-6.112756058302214
2025-07-16,1485.5999755859375,51.0038987577878,1497.160009765625,1455.746005859375,15.049838871308566,22.007784071537007,-6.9579452002284405
2025-07-17,1476.4000244140625,47.924288275236236,1499.315008544922,1457.1340063476562,12.119400880302464,20.030107433290098,-7.910706552987634
2025-07-18,1476.0,47.789172026538964,1499.8050109863282,1459.1100073242187,9.653450069357632,17.954775960503607,-8.301325891145975
2025-07-21,1428.5999755859375,35.144961244250084,1498.3950073242188,1458.9520068359375,3.830227969981479,15.129866362399182,-11.299638392417704
2025-07-22,1412.800048828125,32.096497363288876,1496.4950073242187,1458.8940087890626,-2.036167865993093,11.696659516720727,-13.73282738271382
2025-07-23,1424.5999755859375,36.52473986259204,1494.3600036621094,1458.8980078125,-5.667838048928161,8.223760003590948,-13.89159805251911
2025-07-24,1402.9000244140625,32.34703440401225,1489.7400024414062,1457.8720092773438,-10.179623179765713,4.543083366919616,-14.722706546685329
2025-07-25,1391.699951171875,30.41344987870052,1483.554998779297,1456.5780078125,-14.491943604388325,0.7360779726580273,-15.228021577046352
2025-07-28,1387.5999755859375,29.713246994013787,1477.9049987792969,1455.5140063476563,-18.032455452706927,-3.0176287124149637,-15.014826740291962
2025-07-29,1417.0999755859375,40.35384613970542,1472.3399963378906,1455.3640063476562,-18.24758632586054,-6.063620235104079,-12.18396609075646
2025-07-30,1410.0999755859375,38.85086343081579,1466.9049926757812,1454.9820068359375,-18.76659101193968,-8.6042143904712,-10.162376621468482
2025-07-31,1390.199951171875,34.87424338703124,1460.5249877929687,1454.5980053710937,-20.546820664981624,-10.992735645373285,-9.554085019608339
2025-08-01,1393.699951171875,36.11282946724497,1453.8449829101562,1453.9360034179688,-21.428233405513083,-13.079835197401245,-8.348398208111838
